image_path,figure_title,related_text_strong,generated_question,generated_answer
images/img_in_image_box_355_379_1009_1032.jpg,图 1 本文提出的宽窄视角切换架构的原理图,"图 1 为本文提出架构的液晶显示原理图示，主要由 dlcd、带有微结构的 lcd、背光源模块（含百叶窗结构层 louver film）组成。其中 dlcd 上基板侧与 lcd 上基板与下基板侧均包含偏振器（图中未示出），液晶显示盒的上偏振器与下偏振器成正交关系。dlcd 的上偏振器的偏光轴方向与液晶显示盒的上偏振器的偏振轴方向平行。dlcd 的调光方向为左右视角。lcd 中的微结构棱镜图形的排列方向与背光侧百叶窗结构膜片的光栅排列方向平行。
本技术架构实现宽窄视角的工作原理为:从背光(back light, bl)出射的光,经过百叶窗结构层(louver film),穿过光栅遮挡部分的光被遮挡,另一部分以光栅的预设角度出射,完成对光的第一次调整。当光经过lcd时,由于lcd中设置微型结构图形,光路在微结构中行进方向如图2所示。当背光侧出射光时,经过lcd下基板,再经过微结构棱镜重新分布,进行光的第二次调整,侧面出射光均匀化分散。当dlcd施加适当电压产生微弱垂直电场  $ e_{1} $  时，液晶沿垂直玻璃基板方向的倾角较小，dlcd 中的液晶分子此时在正视与侧视产生的相位延迟较小，光经过dlcd 后光路几乎未发生变化，此时背光源电流为高电平模式，光线经过液晶显示模组后表现为广视角显示，如图1(a)所示。而当光源电流切换为低电平模式时，调光液晶盒中垂直电场  $ e_{1} $  增强，dlcd 中的液晶分子沿垂直基板方向的倾角加大，液晶在dlcd 中在正视与大视角侧视方向的相位延迟增大，光线在大视角下由于相位延迟的产生，部分光线被dlcd 上方的偏振器吸收，光线经过第三次的调整，视角进行第二次的窄化处理，使大视角出射光进入人眼的亮度下降，液晶显示内容由于大视角亮度降低而影像模糊，达到防窥的目的，实现窄视角模式。",在该宽窄视角切换架构中，DLCD（调光液晶盒）层是如何通过调节电场 $E_1$ 来实现从宽视角（WVA）模式向窄视角（NVA）模式转换的？请结合液晶分子的物理状态与光学效应进行分析。,在宽窄视角切换过程中，核心机制在于 DLCD 层中液晶分子对相位延迟（Phase Delay）的调制。在宽视角（WVA）模式下，施加较弱的垂直电场 $E_1$，液晶分子保持较小的倾角，此时正视与侧视方向产生的相位延迟均较小，光线几乎无损通过。当切换至窄视角（NVA）模式时，增强垂直电场 $E_1$，使 DLCD 中的液晶分子沿垂直基板方向的倾角加大；这导致光线在大视角（侧视）方向产生的相位延迟显著增大。由于相位延迟的作用，侧向出射的光线在经过 DLCD 上方的偏振器时被吸收，从而降低了大视角下的显示亮度，实现视角第二次窄化及防窥效果。
images/img_in_image_box_617_229_1376_911.jpg,图5−1 器件结构与有机材料分子结构图,"利用旋转涂敷和真空蒸发的技术制备了绿光foled和普通oled，器件结构分别为pet/ito/pvk:tpd/alq_{3}/ba/al（器件一）和玻璃/ito/pvk:tpd/alq_{3}/ba/al（器件二），光从附有ito导电膜的基底一侧输出，其中pvk:tpd作为空穴传输层，alq_{3}层作为发光层，金属al作为阴极。器件的结构及所用有机材料的分子结构式如图5-1所示。
图 5−2 是在直流电压驱动下器件的电致发光 el 谱。当电流密度增加时，器件的 el 谱强度也相应增大，但其最大发射波长  $ \lambda_{max} $  基本保持不变，约在 540nm 处，与  $ alq_{3} $  的特征发光峰基本相似，证明该器件的发光来自于  $ alq_{3} $  层。
当外加直流电压为 7v 时，foled 的电流密度为  $ 0.001a/cm^{2} $ ，此时已能明显地观察到发光现象；继续增加电压至 20v，器件稳定的发出明亮而稳定的绿光。从图 5-3 可以看出，foled 的开启电压约为 7v 左右。比普通 oled 的开启电压 (6v 左右) 略有增高。随着工作电压的升高，foled 的发光也越来越强，工作电压在 20v 时，亮度为  $ 1000cd/m^{2} $ 。普通 oled 的工作电压为 20v 时，亮度为  $ 1200cd/m^{2} $ 。
图 5−4 是器件的量子效率—电流密度特性曲线。从图可以看出，它们的量子效率—电流密度特性曲线的基本趋势相似，只是 foled 的量子效率略小于普通 oled 的量子效率。随着电流密度的增加，量子效率除初始阶段在很短时间内陡升到一定值后，便呈缓慢上升的趋势，甚至呈直线状态。说明对应于某一电流密度存在量子效率最大值，并且在此电流密度下电子和空穴复合成激子并转换为光子的几率也相应达到最大。从图可以看出，foled 在电流密度为  $ 0.20a/cm^{2} $  时，量子效率值达最大为 0.27%；普通 oled 在电流密度为  $ 0.20a/cm^{2} $  时，量子效率值达最大为 0.29%。同时可以看到，当电流密度从  $ 0.05a/cm^{2} $  增加到  $ 0.20a/cm^{2} $  时，量子效率值实际变化均很小，说明在这一电流密度变化区域内已基本达到稳定发光状态。",在基于图5-1所示结构的绿光FOLED（PET基底）与普通OLED（玻璃基底）的性能对比中，请根据实验数据分别给出两者的开启电压，并说明在电流密度达到 $0.20 	ext{A/cm}^2$ 时，哪种器件的量子效率更高以及具体的数值是多少？,根据实验数据，FOLED的开启电压约为 7V，而普通OLED的开启电压约为 6V。在电流密度为 $0.20 	ext{A/cm}^2$ 时，普通OLED表现出更高的量子效率，其最大值为 0.29%，而FOLED在相同电流密度下的最大量子效率为 0.27%。
images/img_in_image_box_737_492_1743_1087.jpg,图 1.4 有机电致发光器件结构示意图,在 1987 年，美国的 kodak(柯达)公司的 c.w. tang 在实验中第一次制备出了多层有机薄膜器。这种多层有机薄膜器具有 “三明治” 结构，即：有机层夹在两电极中间。有机电致发光器件结构示意图如图 1.4 所示。该有机电致发光器件的阳极的材料为铟锡氧化物(ito)，阴极材料为具有电离势能较低的金属，其主要的作用是产生电子。而中间有机层可以是一种或多种有机材料。有机电致发光器件经历了多年的发展，从单层器件到结构复杂的器件，有机电致发光器件在性能提升方面取得了巨大的进步。,在图 1.4 所示的有机电致发光器件（OLED）多层结构示意图中，请依次列出夹在阳极（Anode）与阴极（Cathode）之间的所有功能层名称，并说明根据文中所述，阴极材料的选择标准及其核心功能是什么？,夹在阳极与阴极之间的功能层按顺序依次为：空穴注入层（Hole injection layer）、空穴传输层（Hole transport layer）、发光层（Emitter layer）以及电子注入层（Electron injection layer）。根据文中所述，阴极材料的选择标准是具有较低的电离势能，其核心功能是产生电子。
images/img_in_image_box_892_402_1533_1080.jpg,图 1.3 hit 太阳电池结构图,作为一种高效太阳电池的设计和制造方法，hit 电池最早由日本的三洋公司所提出。hit 电池是一种具有非晶硅/单晶硅异质结构的太阳能电池，该电池是以晶体硅为基体和非晶硅薄膜相结合组成的新型太阳电池。hit 电池具有制备温度低、转换效率高、高温特性好等优点，hit 电池的高效率是该电池和传统晶硅电池相竞争的最大优势。hit 电池的基本构造为晶体硅片的表面沉积作为受光照层的本征 a-si：h 膜和 p 型 a-si：h 膜，以及背面所沉积的本征和 n 型 a-si：h 膜，上下两侧的顶层均需制备透明导电电极。在 a-si：h 和电极之间沉积一层 tco 薄膜，其目的为保证电流的正常输出，图 1.3 为 hit 电池结构。作为导电层和减反射层的 tco 薄膜必须具有较高的透过率和较低的方块电阻。基于该特性，采用磁控溅射技术在电池两侧沉积 ito 薄膜作为透明电极，在 hit 电池中得到了广泛应用 $ ^{[27]} $ 。ito 薄膜作为 hit 太阳电池的透明导电电极，同时起到了减少反射和增加导电的作用，其性能好坏对电池效率具有很大影响 $ ^{[28]} $ 。,在所提供的HIT（本征薄膜异质结）太阳电池结构图中，透明导电氧化物（TCO）层采用了哪种具体材料？并请结合图文说明该层在电池中起到的两个主要功能是什么？,该结构中TCO层采用的具体材料是ITO（氧化铟锡）。其在电池中的两个主要功能分别是：1. 作为透明导电电极，确保电流的正常输出并增加导电性；2. 作为减反射层（增加光线透过率），减少入射光的反射以提高电池效率。
images/img_in_image_box_120_750_953_1548.jpg,图 3 试样制备模拟图,而形成螺距梯度是获得宽带反射式胆甾相液晶偏振片的有效手段。如何有效地将所获得的胆甾相液晶的螺距梯度固定下来则是获得具有理想反射波长和反射带宽反射式胆甾相偏振片的又一关键所在。本文通过具有不同反射波长的胆甾相环硅氧烷液晶层之间的分子扩散建立液晶基元的浓度梯度，取向后获得螺距梯度分布；通过玻璃化转变温度以下分子链段运动的迅速“冻结”固定所获得的螺距梯度分布，从而获宽带反射固体膜 $$ 7-9 $$ 。为进一步提高反射膜的热稳定性，本文通过玻璃化转变温度以下内含可光聚合单体聚合形成的网络结构进一步稳定液晶基元的分子排列结构，图2为聚合物网络结构的扫描电子显微镜照片。上述工艺的模拟图如图3所示。,在所提供的宽带反射式胆甾相液晶膜试样制备模拟图中，从左下角的有序排列状态经过“Irradiation（辐射）”步骤后，其微观结构发生了什么变化？该变化的主要目的是什么？,经过“Irradiation”步骤后，液晶层内部形成了交错的网状结构（即聚合物网络）。该变化的主要目的是通过光聚合单体形成的网络结构，进一步锁定和稳定液晶基元的分子排列结构（即螺距梯度），从而提高反射膜的热稳定性。
images/img_in_image_box_765_1836_1733_2159.jpg,图 1-3 lcd 显示器件结构图,平板显示器件是实现文字和图像显示的人机交互载体，主要由显示模组、背光模组和触控模组组成，其中显示模组又由液晶面板、偏光片、驱动芯片（ic）、电路板（pcb 和 fpc）等部件组成 $ ^{[2]} $ 。以目前主流的 lcd 和 oled 显示器为例，其结构如图 1-3、1-4 所示。,在典型的LCD（液晶显示）器件结构中，‘显示模组’（Display Module）作为核心组成部分，通常位于背光模组之上、触控模组之下。请根据结构图示，列出构成该显示模组内部层级结构的主要部件。,根据LCD显示器件结构图，显示模组主要由以下部件构成：上偏光片（Upper Polarizer）、LCD面板（LCD Panel）以及下偏光片（Lower Polarizer）。此外，该模组还包含与其相连的集成电路（IC）和线路板（PCB/FPC）。
images/img_in_image_box_396_1442_950_1899.jpg,图 2 液晶分子慢响应特性,"液晶显示器使用荧光灯管(ccfl)或者led作为背光源,液晶分子在电场的控制下作为“光阀”使用。当lcd像素两端施加的电压变化时,液晶分子的排列取向亦随之改变,形成光开关实现像素的黑白转换。所谓的液晶分子响应时间指像素由黑转白、由白转黑所需要的时间,分别为上升时间 $ (t_{\mathrm{d}}) $ 、下降时间 $ (t_{\mathrm{r}}) $ 。如图2所示,上升时间 $ (t_{\mathrm{d}}) $ 指图像亮度从10%上升到90%所需时间、下降时间 $ (t_{\mathrm{r}}) $ 指图像亮度从90%下降到10%所需时间。",在液晶显示技术中，像素的响应速度直接影响动态画面的质量。请根据液晶分子作为“光阀”的工作原理，具体说明上升时间（$t_d$）与下降时间（$t_r$）在亮度变化上的技术定义。,上升时间（$t_d$）定义为图像亮度从10%上升到90%所需要的时间，这通常对应像素由黑态转换到白态的过程；下降时间（$t_r$）定义为图像亮度从90%下降到10%所需要的时间，通常对应像素由白态转换到黑态的过程。
images/img_in_image_box_702_283_1719_1281.jpg,图 2.14 主要有机材料的分子式及器件结构,实验时把ito玻璃衬底经清洗及等离子体处理后放入 $ 1.33\times10^{-4}pa $ 的真空室内，相继蒸发空穴注入层、空穴传输层、发光层、电子传输层及电子注入层，然后制作金属电极，其中混合电子传输层采用双源蒸发的方法，最后器件密封测量。器件的亮度，色度及光谱通过pr650光谱扫描色度计测量，亮度电压、电流电压特性用keithley 2400测试仪及ls110型亮度计组成的测试系统进行测量。图2.14是本实验所用的主要有机材料分子结构及器件结构示意图。,在图 2.14 所示的有机发光二极管（OLED）器件结构中，紧邻 ITO 玻璃衬底的两个连续有机层分别使用了什么材料，并根据其实验制备顺序说明它们各自属于哪种功能层？,紧邻 ITO 玻璃衬底的第一个有机层使用的材料是 m-MTDATA，属于空穴注入层；位于其上方的第二个有机层使用的材料是 NPB，属于空穴传输层。
images/img_in_image_box_720_1889_1658_2371.jpg,图 1.5 气浮支承下的大型玻璃基板,随着市场对大型液晶面板的需求，各国的高新技术公司也相继推出了针对大型玻璃基板传输运用的气浮支承机器，例如美国的 new way air bearings 公司 $ ^{[31]} $ ，日本的 smc 株式会社 $ ^{[32]} $ 以及德国的 festo 公司 $ ^{[33]} $ ，图 1.5 为大型玻璃基板在气浮支承下的传输过程 $ ^{[34]} $ 。如今第 11 代线玻璃基板的尺寸已达到  $ 3000 mm \times 3320 mm $ ，而它的厚度仅有 0.5 mm。即便拥有气浮非接触承载技术的支承效果，如此巨大且轻薄的基板在传输过程中，经过导轨间隔处与喷气孔间隔处的部分仍易发生弯曲变形。因此研究气浮单元的结构参数与玻璃基板受力变形的关系，对提高支承稳定性，减小玻璃基板变形从而提高检测精度，设计和优化气浮系统性能有着十分重要的指导意义。,针对尺寸为 3000 mm × 3320 mm、厚度仅为 0.5 mm 的第 11 代线大型玻璃基板，在采用气浮非接触非接触承载技术进行传输时，基板的哪些具体位置最容易出现弯曲变形？研究气浮单元结构参数与这种变形的关系主要有哪些实际应用价值？,在这种传输过程中，大型玻璃基板在经过“导轨间隔处”与“喷气孔间隔处”的部分最容易发生弯曲变形。研究气浮单元结构参数与基板变形的关系，其指导意义在于：1. 提高支承过程的稳定性；2. 减小基板变形从而提高后续的检测精度；3. 为气浮系统的设计和性能优化提供依据。
images/img_in_image_box_454_2152_2005_2725.jpg,图 3-5 蚀刻液水平流动造成线宽减小,在喷淋蚀刻过程中，理想的情况是蚀刻只在垂直方向进行，水平方向不应该有蚀刻现象发生。但是实际上蚀刻药水从顶部喷淋到下面的基板上后，会在水平方向流动和传递，这样即使有抗蚀剂保护的线路，依然会在侧面被蚀刻掉一部分铜，造成实际得到的线路宽度小于抗蚀剂所提供的线条宽度，这种现象叫做过蚀刻。过蚀刻是不可避免的，它造成最终线路宽度比起设计值来有所减小。图 3-5 为线路从侧面发生蚀刻的示意图。,在喷淋蚀刻（Spray Etching）工艺中，根据蚀刻液流动的物理过程示意图，请说明导致“过蚀刻”现象的具体机制，以及该现象对最终形成的铜箔线路宽度有何影响？,过蚀刻（Over-etching）的机制在于：蚀刻液从上方垂直喷淋到基板后，并不会只进行垂直方向的反应，而是会在基板表面发生水平方向的流动和传递。这种水平流动会导致受到抗蚀剂（如干膜）保护的铜箔侧面也被蚀刻掉一部分。其结果是，最终得到的实际线路宽度会小于设计时由抗蚀剂（干膜）所确定的线条宽度。
images/img_in_image_box_732_382_1691_1061.jpg,图 2.2 磁控溅射设备图,本课题使用的溅射镀膜设备是国产 msib-6000 型超高真空磁控溅射/离子束溅射一体机，仪器如图 2.2 所示。该磁控溅射仪具有 3 个腔室，从图中标注可以看出，仪器从左到右分别为进样室、磁控溅射室和离子束溅射室，其组成主要分为溅射系统、抽气系统、供气系统、测量和控制系统以及冷却系统。,根据提供的msib-6000型超高真空一体化溅射设备示意图及其技术描述，请按空间排列顺序指出该设备从左至右包含哪三个主要功能腔室，并说明构成该集成系统的五个核心子系统是什么？,根据图示标注和文本描述，该设备从左到右的三个主要功能腔室依次为：进样室、磁控溅射室和离子束溅射室。构成该集成系统的五个核心子系统分别为：溅射系统、抽气系统、供气系统、测量和控制系统以及冷却系统。
images/img_in_image_box_338_582_2127_1562.jpg,图 2-6 防变形网版贴附机构设计视图,防变形网版贴附机构，在偏光片的贴附过程中，由于偏光片具有薄、翘及易褶皱的特性，传统的胶辊对平台贴附方式在贴附偏光片时，易产生划痕、偏位及气泡等缺陷，已不能满足生产工艺的要求。因此兼具柔性与韧性的网版成为了一个很好的选择，但是传统网版加真空时容易变形，吸附在上面的偏光片亦随之变形，严重影响了视觉对位的精度。针对此种情况，研究开发具有防变形网版真空吸附技术的贴附机构成为了必须克服的难题。双层网版结构是解决这一难题的关键技术，利用张力不同的上下两层网版形成真空腔体，加真空时张力较大的上层网版保持不变形，张力较小的下层网版变形，以此平衡腔体压力的变化。如图 2-6 所示，防变形网版贴附机构主要由防变形网版真空吸附部件、胶辊滚压部件、液晶玻璃 ccd 部件、液晶玻璃转移贴合部件、偏光片 ccd 部件等部件组成。,在偏光片贴附工艺中，图2-6所示的防变形网版贴附机构是如何利用双层网版结构解决真空吸附导致的变形问题的？,该机构采用了具有不同张力的上下两层网版构成的真空腔体。在加真空吸附时，利用张力较大的上层网版保持形状不发生变形，而由张力较小的下层网版发生变形，以此来平衡腔体内部压力的变化。通过这种方式，吸附在网版上的偏光片能够保持平整，从而确保视觉对位的高精度。
images/img_in_image_box_404_1636_1862_2700.jpg,图 4.1 传统器件与叠层器件的结构示意图,本章所提及的叠层有机电致发光器件结构如图 4.1 所示，器件中包括阳极氧化铟锡层；垂直层叠的两个或多个电致发光单元(emissive unit)，各个发光单元之间通过电荷产生层（cgl）连接；最后是器件的金属阴极。相邻有机 el 单元之间的连接，在生产高效的叠层器件中是非常关键的，载流子产生层一般由高导电率的金属薄膜、ito 导电薄膜、有机电学掺杂薄膜等构成，需要满足导电透光的条件。,在上述叠层有机电致发光器件（Tandem OLED）的结构示意图中，连接两个相邻发光单元（Emissive unit）的关键组件被称为“CGL”。请根据提供的信息，说明该组件在器件结构中的具体位置，并阐述为了保证器件的高效发光，该层必须具备哪两项核心物理特性？,在叠层器件结构中，CGL（电荷产生层）位于垂直堆叠的相邻两个发光单元之间，起到电学连接的作用。为了确保器件高效运行，CGL必须具备以下两项核心物理特性：1. 高导电率（或良好的导电性），以确保载流子在单元间的有效传输并降低电压损耗；2. 高透光性（光学透明），以保证内部发光单元产生的光线能够穿透该层并最终从器件中射出，减少光吸收损失。
images/img_in_image_box_667_1379_1951_2376.jpg,图 3-24 视觉运动控制系统,"视觉运动控制系统一般由四部分组成：电机及其驱动、精密工作平台、ccd 摄像头及图像采集卡、图像处理算法及控制软件 $ ^{[9, 10]} $ 。本文所述的视觉运动系统是指在平板显示行业 tft-lcd 制程中，偏光片和玻璃基板贴合工艺所使用的对位系统，该系统的方案如图 3-24 所示。",在 TFT-LCD 偏光片与玻璃基板贴合工艺的视觉运动控制系统中，根据图 3-24 所示的方案，该系统采用了哪种类型的精密对位平台？并请简述主机是如何通过特定的硬件接口卡与视觉采集组件及执行机构（电机）进行通信的。,该系统采用了 UVW 平台作为其精密工作平台。在通信逻辑上，主机通过“图像采集卡”连接并接收来自 CCD1 和 CCD2 两个摄像头的图像数据；同时，主机通过“运动控制卡”向底部的 U、V、W 三个驱动电机发送控制指令，从而实现对 UVW 平台的精确运动控制。
images/img_in_image_box_495_1897_1626_2368.jpg,"图 1.4 基于离子导电膜的晶体管的电化学显示示意图 $ ^{[92]} $ ",基于电解质的低电压晶体管由于其制备简单以及成本低廉等优点，同时在简易显示方面具有潜在的应用价值。said等人制备了单片集成的基于电解质的低电压有机晶体管与有机电致色变器件的显示单元 $ ^{[91]} $ 。在该简易显示单元中，pssh既被用于晶体管的栅介质，同时也作为电致色变器件的质子输运层。有机晶体管以p3ht作为沟道层，金作为源漏电极以及钛作为顶栅电极。而电致色变器件则是将 pssh 夹在两个 pedot:pss 电极之间。通过将晶体管的漏电极连接到电致色变器件的 pedot:pss 底电极形成一个简易显示单元。可以通过控制晶体管的开关来控制电致色变器件的颜色改变，从而实现显示的目的。实际上，电致色变器件颜色的改变是由于电致色变材料发看生了氧化-还原反应。这种简易显示的优点是具有较快的开关速度以及低功耗。kaihovirta 等人同样也报道了通过将以离子导电膜作为栅介质的晶体管与电致色变器件连接在一起的简易显示器件 $ ^{[92]} $ 。不同的他们利用了比较厚的离子导电膜 nafion 同时作为晶体管的栅介质以及器件的支撑衬底，如图 1.4 所示。当加上一个恒定的漏电压以及栅电压时，输出的源漏电流引起电致色变单元发生氧化还原反应，所以器件的颜色发生改变。当改变电压极性时，电致色变器件的颜色将会还原，如图 1.5 所示。事实上，基于电解质的低电压晶体管在这些简易显示单元中起到开关作用。berggren 等人通过印刷技术制备了  $ 5 \times 5 $  的有源矩阵简易电致色变显示器件 $ ^{[93]} $ 。该简易显示中的每个像素单元都包含一个基于 pedot:pss 的电致色变器件同时连接到一个以电解质为栅介质的电化学晶体管。为了提高显示器件的填充因子（显示单元与像素单元面积之比）以及开关速度，垂直结构的电致色变器件制备而成。同时这些研究人员还研究了不同的电致色变材料对简易显示器件对比度的影响。优化的简易显示器件具有较高的填充因子以及较快的开关速度。,在图1.4所示的基于离子导电膜的电化学显示单元结构中，中间的离子导电膜（Membrane）在器件的物理架构和电气功能方面分别扮演了哪两种关键角色？,该离子导电膜（Membrane）在器件中具有双重作用：1. 在物理架构上，它作为整个集成器件（包括MemFET晶体管和EC-display显示单元）的支撑衬底；2. 在电气功能上，它作为MemFET晶体管的栅极电荷感应介质（栅介质层），用于传递栅极电场以控制源漏电流。
images/img_in_image_box_774_1030_1337_1361.jpg,图 2-9 有机单晶离子晶体管基本结构 $ ^{[86]} $ 。,"传统方法制备的 ofet 半导体层一般都是多晶薄膜，而多晶薄膜的晶界有许多缺陷，造成费米能级钉扎，产生电荷势垒，降低载流子迁移率，影响 ofet 器件性能。而单晶技术因具有以下优点而成为近两年研究的热点：（1）高能量带电粒子，固有的等离子体沉积技术，决定了有机半导体表面光滑且高度有序；（2）整个过程可以在常温下进行；（3）不需要高真空要求，适合低成本技术生产；（4）沉积过程速度快；（5）有机半导体单晶与多晶薄膜相比，晶界和缺陷都很少。因此有机单晶晶体可以避免一些多晶甚至非晶有机半导体薄膜中的缺陷、晶界等因素的干扰而获得有机半导体材料的本征性质。其载流子迁移率通常比多晶薄膜要高 $ ^{[79]} $ 。有机单晶酞菁铁 $ ^{[80]} $ 、酞菁铜 $ ^{[81]} $ 、红荧烯 $ ^{[82]} $ 都显示了双极性特性。podzorov等人利用红荧烯单晶制备的有机单晶晶体管的场效应载流子迁移率高达 $ 8\ \text{cm}^{2}/(\text{v}\cdot\text{s})^{[83]} $ 。使用溶液法很难制备高纯度、低缺陷的单晶薄膜。一般单晶薄膜可以通过电化学沉积、扩散沉积、气相沉积等方法来制备，其中又以气相法最为常用。离子液体具有可在室温下工作、化学稳定性不断提高、防水、无毒、不挥发等特性，利用它的离子迅速扩散性能，可以制备出高性能的有机单晶晶体管。已有报道有机单晶半导体被应用于低成本微电极电路中，比如矩阵显示传感等领域 $ ^{[84,85]} $ 。日本电力中央研究所与大阪大学联合开发出了采用离子液体的高性能有机单晶晶体管，基本结构如下图2-9。",在如图 2-9 所示的有机单晶离子晶体管结构中，离子液体（ionic liquid）层位于栅电极（Gate electrode）与有机单晶（organic single crystal）之间。请结合视觉结构和文本描述，说明该离子液体层在器件性能提升方面起到的关键作用及其物理特性优势。,在该器件结构中，离子液体层充当关键的介质层，利用其离子的迅速扩散性能来制备高性能的有机单晶晶体管。其物理特性优势包括：可以在室温下工作、具有不断提高的化学稳定性、防水、无毒且不挥发。这些特性配合有机单晶本身缺陷少、无晶界干扰的本征性质（如高载流子迁移率），共同实现了器件的高性能。
images/img_in_image_box_770_1922_1690_2801.jpg,图 1.2 沿厚度方向垂直堆叠结构的有机电致发光器件,此外，根据有机电致发光器件的材料和结构特性，forrest $ ^{[21]} $ 等人提出了一种实现彩色像元的新方法。如图 1.2 所示，将三基色器件沿厚度方向垂直堆叠，每个器件分别由各自的电极控制，玻璃衬底上的 ito 电极一侧作为蓝光器件的阳极，发射光从该侧出射；自上至下依次为红、绿、蓝色器件，这样的排列顺序是考虑到材料对波长的吸收较小；中间有一层 10 nm 的 mg:ag 同时作为蓝光和绿光器件的阴极。这种结构，亮度、颜色、灰度级被独立地控制，可获得优于传统技术的分辨率 $ ^{[22-26]} $ 。但是，叠层结构目前还存在较大的缺点：一是中间金属电极会减小器件的透过率，同时形成较强的微腔效应，导致颜色的改变和空间上随观察角度不同而变色的现象；二是制作工艺的复杂性带来的器件性能的下降，例如溅射中间 ito 电极时容易导致有机层的损坏 $ ^{[27-29]} $ 。,在图 1.2 所示的垂直堆叠有机电致发光器件中，红、绿、蓝（RGB）三基色子像素自上而下的物理排列顺序是怎样的？此外，这种结构中采用的中间金属电极层会引发哪两类主要的光学性能缺陷？,"1. 该器件中三基色子像素自上而下的排列顺序依次为：红光器件（Red subpixel）、绿光器件（Green subpixel）、蓝光器件（Blue subpixel）。
2. 中间金属电极层引发的两类主要光学缺陷是：一是减小了器件的整体光透过率；二是形成了较强的微腔效应，从而导致颜色改变以及空间上随观察角度不同而产生的变色现象。"
images/img_in_image_box_433_719_1613_1326.jpg,图 2-7 喷雾热解系统总体外观设计图,图 2-7 是喷雾热解系统总体外观设计图（控制系统及喷涂装置未在图中标出），从右至左分别为上片台、加热区、喷涂区、冷却区、卸片台。电炉丝通电对加热室加热，当温度到达预设定值后，将玻璃基板装载至上片台的传动小车上，通过电机带动传至加热室，静止加热，同时由红外测温仪测试基板温度，当基板到达喷涂温度后，小车运动到喷涂室并对基板进行喷涂，预先配制好的喷涂溶液随高速气流经喷枪喷出，形成扇形雾液面，在基板表面沉积，形成薄膜。喷涂时，小车在喷涂室内来回摆动，同时打开抽风装置，排出废气，从而保证镀膜的均匀性。喷涂结束后小车自行运行至冷却室，进行吹风冷却。冷却结束后，于卸片台卸载基板，薄膜制备完成。,根据该喷雾热解系统的设计方案，在喷涂室内进行薄膜沉积过程中，为了保证薄膜的均匀性，系统采用了哪些关键的机械动作与环境控制手段？,为了保证薄膜的均匀性，系统在喷涂过程中采取了以下措施：第一，机械动作方面，装载基板的传动小车会在喷涂室内进行来回摆动；第二，环境控制方面，系统会同步开启抽风装置，以便排出反应过程中产生的废气。
images/img_in_image_box_691_560_1822_1284.jpg,图 1.1 有机电致发光器件层结构图,1982 年，kodak公司的c.w. tang等人首次利用高真空气相沉积的方法成功研制出oled，掀起oled的研究热潮。按照目前的研究现状，oled主要由阳极ito(透明导电衬底)、金属阴极以及有机功能层组成。通常情况下，有机功能层包括发光层、载流子传输层、注入层阻挡层等；在oled的两端加上直流电源，器件受电激发产生发光现象。oled发光的基本可分三个步骤。首先，对器件施加一个外置电压，空穴和电子在电压的作用下克服电极处注入势垒，由阳极和阴极分别注入至空穴传输层（hole transporting layer，htl）的最高分子占有轨道（highest occupied molecular orbital：homo）和电子传输层（electron transporting layer，etl）的最低未占有分子轨道（lowest unoccupied molecular orbital：lumo）。其次，在外部电场的驱动下，空穴和电子分别传递至htl、etl与发光层的界面，界面势垒可能造成界面处电荷积累。最后，空穴和电子在发光层中结合，形成激子，其激发态一般不稳定，将以释放光或热的能量形式而回到稳定的基态，其释放光能量的形式实现发光，产生电致发光现象。整个发光步骤如图 1.1 所示。发光波长由发光材料的homo和lumo的能级差决定，通过调整发光材料的能级差可分别实现oled的红、绿、蓝三原色发光。,在有机电致发光器件（OLED）的多层能级结构中，请根据各层的功能缩写，详细说明空穴（Holes）与电子（Electrons）的传输路径，并指出它们最终在哪个特定层结合形成激子以及该过程产生的物理效应。,根据典型的OLED能级结构图，空穴从阳极ITO注入，依次通过空穴注入层（HIL）和空穴传输层（HTL）向中心输运；电子从金属阴极（Metal）注入，依次通过电子注入层（EIL）和电子传输层（ETL）向中心输运。空穴和电子最终在发光层（EML）中结合形成激子。激子通过释放能量（光能）回到基态，产生电致发光现象，如图中所示的红、绿、蓝（RGB）三色光发射。
